id,title,description,availability,condition,price,link,image_link,brand,video[0].url,video[1].url,video[2].url,video[3].url,video[4].url,video[5].url,video[6].url,video[7].url,video[8].url,video[9].url,video[10].url,video[11].url,video[0].tag[0]
prod_021,4K Action Camera,Rugged 4K action camera with electronic image stabilization and a waterproof housing.,in stock,new,249.99 USD,https://abhinav14kr.github.io/meta-catalog-demo/product.html?id=prod_021,https://abhinav14kr.github.io/meta-catalog-demo/images/prod_021.jpg,Aurelia,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_021_zoomin_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_021_zoomin_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_021_zoomin_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_021_pan_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_021_pan_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_021_pan_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_021_zoomout_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_021_zoomout_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_021_zoomout_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_021_drift_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_021_drift_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_021_drift_1x1.mp4,electronics
prod_022,Non-Slip Yoga Mat,Extra-thick 6mm non-slip yoga mat with alignment markers and a carry strap.,in stock,new,49.99 USD,https://abhinav14kr.github.io/meta-catalog-demo/product.html?id=prod_022,https://abhinav14kr.github.io/meta-catalog-demo/images/prod_022.jpg,Aurelia,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_022_zoomin_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_022_zoomin_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_022_zoomin_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_022_pan_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_022_pan_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_022_pan_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_022_zoomout_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_022_zoomout_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_022_zoomout_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_022_drift_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_022_drift_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_022_drift_1x1.mp4,fitness
prod_023,Adjustable Dumbbell Set,Space-saving adjustable dumbbells that dial from 5 to 52.5 lbs per hand.,in stock,new,199.99 USD,https://abhinav14kr.github.io/meta-catalog-demo/product.html?id=prod_023,https://abhinav14kr.github.io/meta-catalog-demo/images/prod_023.jpg,Aurelia,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_023_zoomin_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_023_zoomin_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_023_zoomin_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_023_pan_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_023_pan_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_023_pan_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_023_zoomout_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_023_zoomout_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_023_zoomout_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_023_drift_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_023_drift_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_023_drift_1x1.mp4,fitness
prod_024,High-Density Foam Roller,Textured high-density foam roller for deep-tissue muscle recovery and mobility work.,in stock,new,24.99 USD,https://abhinav14kr.github.io/meta-catalog-demo/product.html?id=prod_024,https://abhinav14kr.github.io/meta-catalog-demo/images/prod_024.jpg,Aurelia,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_024_zoomin_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_024_zoomin_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_024_zoomin_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_024_pan_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_024_pan_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_024_pan_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_024_zoomout_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_024_zoomout_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_024_zoomout_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_024_drift_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_024_drift_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_024_drift_1x1.mp4,fitness
prod_025,Ceramic Pour-Over Coffee Set,Hand-glazed ceramic pour-over dripper with a matching 600ml carafe.,in stock,new,64.99 USD,https://abhinav14kr.github.io/meta-catalog-demo/product.html?id=prod_025,https://abhinav14kr.github.io/meta-catalog-demo/images/prod_025.jpg,Aurelia,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_025_zoomin_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_025_zoomin_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_025_zoomin_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_025_pan_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_025_pan_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_025_pan_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_025_zoomout_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_025_zoomout_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_025_zoomout_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_025_drift_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_025_drift_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_025_drift_1x1.mp4,home
prod_026,Scented Soy Candle,Hand-poured soy candle with cedar and sandalwood notes. 50-hour burn time.,in stock,new,22.99 USD,https://abhinav14kr.github.io/meta-catalog-demo/product.html?id=prod_026,https://abhinav14kr.github.io/meta-catalog-demo/images/prod_026.jpg,Aurelia,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_026_zoomin_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_026_zoomin_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_026_zoomin_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_026_pan_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_026_pan_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_026_pan_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_026_zoomout_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_026_zoomout_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_026_zoomout_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_026_drift_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_026_drift_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_026_drift_1x1.mp4,home
prod_027,Linen Throw Blanket,Stonewashed pure-linen throw that softens with every wash. Generously oversized.,in stock,new,79.99 USD,https://abhinav14kr.github.io/meta-catalog-demo/product.html?id=prod_027,https://abhinav14kr.github.io/meta-catalog-demo/images/prod_027.jpg,Aurelia,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_027_zoomin_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_027_zoomin_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_027_zoomin_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_027_pan_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_027_pan_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_027_pan_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_027_zoomout_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_027_zoomout_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_027_zoomout_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_027_drift_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_027_drift_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_027_drift_1x1.mp4,home
prod_028,Bamboo Cutting Board,Sustainable bamboo cutting board with a juice groove and built-in handles.,in stock,new,34.99 USD,https://abhinav14kr.github.io/meta-catalog-demo/product.html?id=prod_028,https://abhinav14kr.github.io/meta-catalog-demo/images/prod_028.jpg,Aurelia,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_028_zoomin_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_028_zoomin_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_028_zoomin_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_028_pan_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_028_pan_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_028_pan_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_028_zoomout_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_028_zoomout_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_028_zoomout_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_028_drift_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_028_drift_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_028_drift_1x1.mp4,home
prod_029,Lightweight Running Shorts,"Featherweight running shorts with a built-in liner, zip pocket, and reflective trim.",in stock,new,39.99 USD,https://abhinav14kr.github.io/meta-catalog-demo/product.html?id=prod_029,https://abhinav14kr.github.io/meta-catalog-demo/images/prod_029.jpg,Aurelia,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_029_zoomin_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_029_zoomin_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_029_zoomin_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_029_pan_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_029_pan_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_029_pan_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_029_zoomout_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_029_zoomout_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_029_zoomout_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_029_drift_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_029_drift_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_029_drift_1x1.mp4,apparel
prod_030,Trail Running Shoes,"Aggressive-lug trail runners with a rock plate and a breathable, quick-drying upper.",in stock,new,119.99 USD,https://abhinav14kr.github.io/meta-catalog-demo/product.html?id=prod_030,https://abhinav14kr.github.io/meta-catalog-demo/images/prod_030.jpg,Aurelia,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_030_zoomin_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_030_zoomin_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_030_zoomin_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_030_pan_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_030_pan_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_030_pan_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_030_zoomout_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_030_zoomout_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_030_zoomout_1x1.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_030_drift_4x5.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_030_drift_9x16.mp4,https://abhinav14kr.github.io/meta-catalog-demo/videos/prod_030_drift_1x1.mp4,shoes
